Origin,Destination,O_Cluster,D_Cluster,Travel_Time_Min,Transfers,Target_Flow_Baseline,O_GOV,D_GOV,O_CUF,D_CUF,O_TRS,D_TRS,O_RSF,D_RSF,O_CMF,D_CMF,O_UTI,D_UTI,O_BUS,D_BUS,O_MUF,D_MUF,O_SCH,D_SCH,O_AMD,D_AMD,O_TRH,D_TRH,O_REM,D_REM,O_HNC,D_HNC,O_TRF,D_TRF,O_COM,D_COM,O_BGD,D_BGD,Predicted_Flow
ADM,SSP,Special/Industrial,Commercial Hub,1.01,0,15985.742927155272,80.0,25.0,23.0,3.0,23.0,18.0,20.0,60.0,19.0,39.0,15.0,8.0,10.0,8.0,9.0,26.0,8.0,32.0,6.0,30.0,1.0,2.0,1.0,19.0,1.0,24.0,0.0,1.0,0.0,4.0,0.0,0.0,17318.893
ADM,STW,Special/Industrial,Mixed,5.52,1,807.8964206405963,80.0,6.0,23.0,5.0,23.0,10.0,20.0,29.0,19.0,17.0,15.0,10.0,10.0,6.0,9.0,21.0,8.0,24.0,6.0,0.0,1.0,0.0,1.0,10.0,1.0,10.0,0.0,3.0,0.0,8.0,0.0,0.0,915.64844
ADM,SUN,Special/Industrial,Residential,4.680000000000001,1,93.73140249950404,80.0,0.0,23.0,0.0,23.0,4.0,20.0,0.0,19.0,0.0,15.0,5.0,10.0,1.0,9.0,2.0,8.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,155.35907
ADM,SUW,Special/Industrial,Residential,5.3,1,740.1360544217688,80.0,8.0,23.0,4.0,23.0,8.0,20.0,16.0,19.0,20.0,15.0,7.0,10.0,2.0,9.0,11.0,8.0,14.0,6.0,15.0,1.0,1.0,1.0,19.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,631.46924
ADM,SWH,Special/Industrial,Mixed,0.6799999999999999,0,15612.244897959186,80.0,23.0,23.0,7.0,23.0,11.0,20.0,40.0,19.0,20.0,15.0,9.0,10.0,4.0,9.0,19.0,8.0,34.0,6.0,1.0,1.0,0.0,1.0,17.0,1.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,15086.154
ADM,SYP,Special/Industrial,Commercial Hub,0.25,0,36080.64,80.0,21.0,23.0,12.0,23.0,11.0,20.0,32.0,19.0,31.0,15.0,10.0,10.0,5.0,9.0,19.0,8.0,50.0,6.0,18.0,1.0,1.0,1.0,12.0,1.0,26.0,0.0,9.0,0.0,4.0,0.0,0.0,34351.84
ADM,TAK,Special/Industrial,Mixed,0.58,0,14622.656625540776,80.0,16.0,23.0,5.0,23.0,21.0,20.0,35.0,19.0,24.0,15.0,9.0,10.0,7.0,9.0,10.0,8.0,26.0,6.0,2.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,13852.372
ADM,TAP,Special/Industrial,Mixed,0.73,0,9165.692138060074,80.0,2.0,23.0,7.0,23.0,9.0,20.0,41.0,19.0,12.0,15.0,8.0,10.0,4.0,9.0,8.0,8.0,16.0,6.0,3.0,1.0,0.0,1.0,7.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,9468.333
ADM,TAW,Special/Industrial,Mixed,0.38,0,17353.497164461252,80.0,4.0,23.0,8.0,23.0,13.0,20.0,29.0,19.0,14.0,15.0,18.0,10.0,5.0,9.0,17.0,8.0,18.0,6.0,0.0,1.0,0.0,1.0,17.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,16690.746
ADM,TIH,Special/Industrial,Mixed,0.22000000000000003,0,31201.289975812953,80.0,14.0,23.0,5.0,23.0,9.0,20.0,73.0,19.0,23.0,15.0,9.0,10.0,10.0,9.0,16.0,8.0,21.0,6.0,18.0,1.0,0.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,28589.172
ADM,TIK,Special/Industrial,Mixed,3.74,1,1259.4135555199487,80.0,10.0,23.0,2.0,23.0,10.0,20.0,16.0,19.0,16.0,15.0,11.0,10.0,7.0,9.0,6.0,8.0,42.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1518.8385
ADM,TIS,Special/Industrial,Mixed,4.81,1,1011.0172679900819,80.0,3.0,23.0,4.0,23.0,11.0,20.0,48.0,19.0,15.0,15.0,11.0,10.0,4.0,9.0,19.0,8.0,33.0,6.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1279.2942
ADM,TKO,Special/Industrial,Mixed,3.8800000000000003,1,1405.8720773985483,80.0,15.0,23.0,3.0,23.0,25.0,20.0,7.0,19.0,35.0,15.0,8.0,10.0,8.0,9.0,7.0,8.0,38.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1342.4883
ADM,TKW,Special/Industrial,Commercial Hub,5.26,1,1317.3554900019394,80.0,10.0,23.0,4.0,23.0,17.0,20.0,45.0,19.0,27.0,15.0,17.0,10.0,4.0,9.0,16.0,8.0,39.0,6.0,9.0,1.0,0.0,1.0,16.0,1.0,25.0,0.0,3.0,0.0,7.0,0.0,0.0,1550.9497
ADM,TSH,Special/Industrial,Residential,7.609999999999999,1,157.34074712573906,80.0,3.0,23.0,4.0,23.0,6.0,20.0,7.0,19.0,8.0,15.0,6.0,10.0,1.0,9.0,4.0,8.0,7.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,188.59395
ADM,TST,Special/Industrial,Special/Industrial,0.1,0,147272.72727272724,80.0,21.0,23.0,26.0,23.0,50.0,20.0,29.0,19.0,75.0,15.0,8.0,10.0,11.0,9.0,15.0,8.0,9.0,6.0,566.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146137.9
ADM,TSW,Special/Industrial,Commercial Hub,1.7700000000000005,0,8557.911610994535,80.0,24.0,23.0,9.0,23.0,25.0,20.0,39.0,19.0,45.0,15.0,20.0,10.0,17.0,9.0,22.0,8.0,29.0,6.0,17.0,1.0,0.0,1.0,27.0,1.0,18.0,0.0,1.0,0.0,9.0,0.0,2.0,9428.929
ADM,TSY,Special/Industrial,Mixed,4.590000000000001,1,898.6146357698545,80.0,2.0,23.0,3.0,23.0,17.0,20.0,29.0,19.0,14.0,15.0,11.0,10.0,6.0,9.0,8.0,8.0,15.0,6.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,1055.807
ADM,TUC,Special/Industrial,Residential,4.760000000000001,1,624.9999999999999,80.0,10.0,23.0,4.0,23.0,11.0,20.0,7.0,19.0,10.0,15.0,7.0,10.0,4.0,9.0,11.0,8.0,13.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,710.6929
ADM,TUM,Special/Industrial,Mixed,7.25,1,571.2396694214876,80.0,9.0,23.0,7.0,23.0,35.0,20.0,26.0,19.0,36.0,15.0,11.0,10.0,6.0,9.0,14.0,8.0,9.0,6.0,2.0,1.0,0.0,1.0,11.0,1.0,6.0,0.0,3.0,0.0,3.0,0.0,2.0,569.66534
ADM,TWH,Special/Industrial,Commercial Hub,1.6800000000000004,0,7007.128536422363,80.0,11.0,23.0,16.0,23.0,14.0,20.0,59.0,19.0,25.0,15.0,21.0,10.0,0.0,9.0,19.0,8.0,29.0,6.0,1.0,1.0,0.0,1.0,19.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,8699.346
ADM,TWO,Special/Industrial,Commercial Hub,0.9299999999999999,0,10843.781041101774,80.0,13.0,23.0,7.0,23.0,8.0,20.0,40.0,19.0,10.0,15.0,12.0,10.0,10.0,9.0,23.0,8.0,27.0,6.0,0.0,1.0,0.0,1.0,21.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,9762.019
ADM,TWW,Special/Industrial,Mixed,4.3100000000000005,1,1325.2896677200035,80.0,4.0,23.0,4.0,23.0,32.0,20.0,57.0,19.0,28.0,15.0,9.0,10.0,7.0,9.0,10.0,8.0,11.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1328.802
ADM,UNI,Special/Industrial,Residential,0.6599999999999999,0,3762.5199593554944,80.0,6.0,23.0,2.0,23.0,9.0,20.0,9.0,19.0,0.0,15.0,5.0,10.0,3.0,9.0,8.0,8.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4668.2646
ADM,WAC,Special/Industrial,Special/Industrial,0.06,0,78241.36703453185,80.0,114.0,23.0,15.0,23.0,38.0,20.0,41.0,19.0,64.0,15.0,6.0,10.0,7.0,9.0,18.0,8.0,21.0,6.0,43.0,1.0,4.0,1.0,15.0,1.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,62638.05
ADM,WCH,Special/Industrial,Residential,0.92,0,6269.53125,80.0,9.0,23.0,2.0,23.0,14.0,20.0,24.0,19.0,6.0,15.0,15.0,10.0,5.0,9.0,7.0,8.0,10.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,6704.586
ADM,WHA,Special/Industrial,Mixed,3.48,1,1969.4674744897957,80.0,11.0,23.0,8.0,23.0,24.0,20.0,28.0,19.0,31.0,15.0,5.0,10.0,6.0,9.0,11.0,8.0,36.0,6.0,4.0,1.0,0.0,1.0,8.0,1.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,2101.0085
ADM,WKS,Special/Industrial,Residential,11.16,1,93.49030470914127,80.0,4.0,23.0,2.0,23.0,10.0,20.0,11.0,19.0,9.0,15.0,2.0,10.0,4.0,9.0,7.0,8.0,9.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,173.98438
ADM,WTS,Special/Industrial,Commercial Hub,3.49,1,3010.6993516897232,80.0,20.0,23.0,4.0,23.0,23.0,20.0,87.0,19.0,23.0,15.0,17.0,10.0,9.0,9.0,27.0,8.0,35.0,6.0,0.0,1.0,0.0,1.0,16.0,1.0,6.0,0.0,4.0,0.0,10.0,0.0,0.0,2323.1804
ADM,YAT,Special/Industrial,Mixed,3.58,1,1235.6743769188229,80.0,6.0,23.0,2.0,23.0,19.0,20.0,27.0,19.0,15.0,15.0,6.0,10.0,7.0,9.0,13.0,8.0,12.0,6.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1362.9271
ADM,YMT,Special/Industrial,Commercial Hub,0.36,0,53252.59515570935,80.0,18.0,23.0,8.0,23.0,14.0,20.0,44.0,19.0,76.0,15.0,16.0,10.0,1.0,9.0,14.0,8.0,34.0,6.0,171.0,1.0,0.0,1.0,33.0,1.0,20.0,0.0,2.0,0.0,5.0,0.0,0.0,53480.723
ADM,YUL,Special/Industrial,Commercial Hub,4.45,1,1287.1643801026848,80.0,5.0,23.0,6.0,23.0,20.0,20.0,15.0,19.0,24.0,15.0,9.0,10.0,12.0,9.0,23.0,8.0,26.0,6.0,0.0,1.0,0.0,1.0,15.0,1.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,1372.7927
AIR,ADM,Residential,Special/Industrial,9.77,2,68.90076892637394,6.0,80.0,0.0,23.0,12.0,23.0,1.0,20.0,3.0,19.0,5.0,15.0,4.0,10.0,1.0,9.0,0.0,8.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,126.00825
AIR,AUS,Residential,Mixed,11.219999999999999,2,60.20957835214201,6.0,10.0,0.0,3.0,12.0,44.0,1.0,22.0,3.0,32.0,5.0,12.0,4.0,7.0,1.0,13.0,0.0,12.0,4.0,67.0,0.0,0.0,0.0,11.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,3.7019434
AIR,AWE,Residential,Residential,1.2,0,91.73553719008262,6.0,1.0,0.0,1.0,12.0,6.0,1.0,0.0,3.0,2.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1070.0854
AIR,CAB,Residential,Special/Industrial,11.0,1,73.74305555555556,6.0,25.0,0.0,7.0,12.0,31.0,1.0,23.0,3.0,66.0,5.0,7.0,4.0,22.0,1.0,11.0,0.0,13.0,4.0,56.0,0.0,2.0,0.0,10.0,0.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,1.9846725
AIR,CEN,Residential,Special/Industrial,10.01,2,87.29575375700894,6.0,61.0,0.0,29.0,12.0,34.0,1.0,30.0,3.0,50.0,5.0,7.0,4.0,13.0,1.0,11.0,0.0,11.0,4.0,23.0,0.0,4.0,0.0,8.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,64.05877
AIR,CHH,Residential,Mixed,12.79,3,34.438676911152,6.0,7.0,0.0,4.0,12.0,14.0,1.0,46.0,3.0,13.0,5.0,28.0,4.0,8.0,1.0,17.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,77.794495
AIR,CHW,Residential,Commercial Hub,11.809999999999999,1,56.820363189618774,6.0,16.0,0.0,8.0,12.0,15.0,1.0,57.0,3.0,26.0,5.0,19.0,4.0,9.0,1.0,29.0,0.0,29.0,4.0,1.0,0.0,1.0,0.0,12.0,0.0,20.0,1.0,1.0,0.0,9.0,0.0,0.0,211.33041
AIR,CIO,Residential,Mixed,20.29,4,11.509846025749669,6.0,8.0,0.0,2.0,12.0,18.0,1.0,23.0,3.0,15.0,5.0,11.0,4.0,8.0,1.0,16.0,0.0,13.0,4.0,1.0,0.0,0.0,0.0,12.0,0.0,9.0,1.0,2.0,0.0,3.0,0.0,0.0,-41.73257
AIR,CKT,Residential,Mixed,16.29,4,18.194036945368715,6.0,3.0,0.0,7.0,12.0,10.0,1.0,50.0,3.0,9.0,5.0,8.0,4.0,2.0,1.0,15.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,35.157677
AIR,CSW,Residential,Commercial Hub,9.0,2,120.25,6.0,22.0,0.0,7.0,12.0,20.0,1.0,54.0,3.0,40.0,5.0,14.0,4.0,5.0,1.0,23.0,0.0,47.0,4.0,13.0,0.0,0.0,0.0,38.0,0.0,35.0,1.0,0.0,0.0,7.0,0.0,0.0,156.25056
AIR,DIH,Residential,Mixed,12.7,3,31.34423783898983,6.0,7.0,0.0,3.0,12.0,21.0,1.0,39.0,3.0,25.0,5.0,7.0,4.0,3.0,1.0,10.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,5.0,0.0,3.0,0.0,1.0,79.701004
AIR,DIS,Residential,Residential,10.35,2,8.042073395563664,6.0,0.0,0.0,0.0,12.0,3.0,1.0,20.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-145.67474
AIR,ETS,Residential,Special/Industrial,13.219999999999999,2,129.54951426350243,6.0,9.0,0.0,19.0,12.0,41.0,1.0,17.0,3.0,50.0,5.0,3.0,4.0,10.0,1.0,6.0,0.0,4.0,4.0,544.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,425.53726
AIR,EXC,Residential,Residential,12.84,3,35.73561595776671,6.0,57.0,0.0,9.0,12.0,30.0,1.0,14.0,3.0,17.0,5.0,6.0,4.0,4.0,1.0,10.0,0.0,1.0,4.0,26.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,-82.73788
AIR,FAN,Residential,Mixed,13.79,3,29.43165095652866,6.0,15.0,0.0,1.0,12.0,13.0,1.0,37.0,3.0,16.0,5.0,6.0,4.0,13.0,1.0,12.0,0.0,34.0,4.0,1.0,0.0,1.0,0.0,11.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,55.357475
AIR,FOH,Residential,Commercial Hub,11.15,1,58.148317499026234,6.0,17.0,0.0,2.0,12.0,16.0,1.0,26.0,3.0,36.0,5.0,14.0,4.0,5.0,1.0,14.0,0.0,42.0,4.0,17.0,0.0,0.0,0.0,25.0,0.0,13.0,1.0,3.0,0.0,2.0,0.0,0.0,50.27276
AIR,FOT,Residential,Residential,13.35,3,14.554019109130863,6.0,8.0,0.0,3.0,12.0,11.0,1.0,8.0,3.0,11.0,5.0,8.0,4.0,4.0,1.0,9.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,-58.415306
AIR,HAH,Residential,Mixed,14.94,2,28.978651121127065,6.0,7.0,0.0,1.0,12.0,18.0,1.0,55.0,3.0,22.0,5.0,6.0,4.0,7.0,1.0,24.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,1.0,2.0,0.0,5.0,0.0,0.0,112.86118
AIR,HEO,Residential,Mixed,20.89,4,11.119178266013401,6.0,4.0,0.0,4.0,12.0,12.0,1.0,48.0,3.0,13.0,5.0,10.0,4.0,5.0,1.0,16.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,67.80169
AIR,HFC,Residential,Residential,11.749999999999998,1,12.29065743944637,6.0,3.0,0.0,2.0,12.0,6.0,1.0,7.0,3.0,5.0,5.0,6.0,4.0,2.0,1.0,5.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-151.81052
AIR,HIK,Residential,Residential,15.75,4,10.418355981287592,6.0,3.0,0.0,7.0,12.0,7.0,1.0,15.0,3.0,6.0,5.0,6.0,4.0,4.0,1.0,15.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,-25.69413
AIR,HKU,Residential,Mixed,11.0,1,48.5625,6.0,7.0,0.0,9.0,12.0,18.0,1.0,34.0,3.0,25.0,5.0,8.0,4.0,1.0,1.0,9.0,0.0,42.0,4.0,3.0,0.0,0.0,0.0,18.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,37.697365
AIR,HOK,Residential,Special/Industrial,5.76,0,226.7077483281398,6.0,65.0,0.0,17.0,12.0,38.0,1.0,25.0,3.0,52.0,5.0,8.0,4.0,27.0,1.0,11.0,0.0,3.0,4.0,20.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,327.0422
AIR,HOM,Residential,Mixed,12.48,3,37.05896855656032,6.0,8.0,0.0,4.0,12.0,16.0,1.0,47.0,3.0,16.0,5.0,8.0,4.0,1.0,1.0,13.0,0.0,23.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,14.0,1.0,13.0,0.0,3.0,0.0,4.0,190.46304
AIR,HUH,Residential,Residential,12.91,3,21.991016501790032,6.0,12.0,0.0,7.0,12.0,26.0,1.0,9.0,3.0,16.0,5.0,3.0,4.0,5.0,1.0,6.0,0.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,4.0,-110.10436
AIR,JOR,Residential,Special/Industrial,9.52,2,147.43779727912795,6.0,17.0,0.0,7.0,12.0,22.0,1.0,29.0,3.0,57.0,5.0,13.0,4.0,5.0,1.0,19.0,0.0,23.0,4.0,208.0,0.0,2.0,0.0,28.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,18.948454
AIR,KAT,Residential,Residential,15.479999999999997,2,11.988641719294943,6.0,13.0,0.0,2.0,12.0,24.0,1.0,6.0,3.0,16.0,5.0,6.0,4.0,8.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,-90.81918
AIR,KET,Residential,Mixed,11.06,1,39.93988047600582,6.0,7.0,0.0,6.0,12.0,13.0,1.0,36.0,3.0,20.0,5.0,9.0,4.0,6.0,1.0,15.0,0.0,20.0,4.0,2.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,28.006153
AIR,KOB,Residential,Mixed,12.899999999999999,3,40.78981419181203,6.0,13.0,0.0,8.0,12.0,23.0,1.0,58.0,3.0,25.0,5.0,8.0,4.0,7.0,1.0,18.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0,96.07497
AIR,KOT,Residential,Mixed,12.41,3,32.09731960689125,6.0,5.0,0.0,2.0,12.0,15.0,1.0,39.0,3.0,10.0,5.0,8.0,4.0,6.0,1.0,10.0,0.0,44.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,85.339645
AIR,KOW,Residential,Residential,3.76,0,114.31043005437469,6.0,6.0,0.0,3.0,12.0,34.0,1.0,2.0,3.0,8.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,388.2623
AIR,KSR,Residential,Residential,11.319999999999999,2,5.850480688143027,6.0,1.0,0.0,0.0,12.0,7.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-151.71367
AIR,KWF,Residential,Mixed,8.83,2,79.64490954569492,6.0,11.0,0.0,4.0,12.0,22.0,1.0,38.0,3.0,24.0,5.0,11.0,4.0,20.0,1.0,24.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,1.0,0.0,0.0,4.0,0.0,0.0,91.56425
AIR,KWH,Residential,Mixed,8.9,2,91.35802469135803,6.0,18.0,0.0,4.0,12.0,23.0,1.0,66.0,3.0,25.0,5.0,16.0,4.0,9.0,1.0,21.0,0.0,33.0,4.0,2.0,0.0,0.0,0.0,13.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,60.190426
AIR,KWT,Residential,Mixed,13.159999999999998,3,40.59736984902168,6.0,24.0,0.0,2.0,12.0,50.0,1.0,26.0,3.0,28.0,5.0,12.0,4.0,14.0,1.0,11.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,12.0,0.0,11.0,1.0,7.0,0.0,4.0,0.0,1.0,-21.769632
AIR,LAK,Residential,Mixed,5.71,1,104.36632825531215,6.0,7.0,0.0,2.0,12.0,18.0,1.0,20.0,3.0,8.0,5.0,19.0,4.0,6.0,1.0,17.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,5.0,0.0,3.0,0.0,0.0,187.21718
AIR,LAT,Residential,Mixed,13.259999999999998,3,28.930756989509597,6.0,10.0,0.0,3.0,12.0,16.0,1.0,41.0,3.0,15.0,5.0,4.0,4.0,13.0,1.0,12.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,5.0,0.0,3.0,0.0,0.0,71.24196
AIR,LCK,Residential,Mixed,8.89,2,66.19835378240523,6.0,11.0,0.0,2.0,12.0,45.0,1.0,18.0,3.0,26.0,5.0,18.0,4.0,12.0,1.0,13.0,0.0,14.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,88.786514
AIR,LET,Residential,Mixed,14.639999999999999,3,21.630385724844817,6.0,5.0,0.0,5.0,12.0,15.0,1.0,31.0,3.0,12.0,5.0,5.0,4.0,10.0,1.0,18.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,1.0,2.0,0.0,2.0,0.0,0.0,27.795856
AIR,LHP,Residential,Residential,14.790000000000001,2,6.381252353863906,6.0,3.0,0.0,2.0,12.0,13.0,1.0,2.0,3.0,5.0,5.0,6.0,4.0,2.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-140.80176
AIR,LMC,Residential,Residential,13.92,3,3.1580403797914163,6.0,3.0,0.0,3.0,12.0,0.0,1.0,4.0,3.0,0.0,5.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-205.39062
AIR,LOF,Residential,Mixed,12.51,3,40.54347986879254,6.0,5.0,0.0,3.0,12.0,12.0,1.0,83.0,3.0,13.0,5.0,9.0,4.0,5.0,1.0,20.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,1.0,1.0,0.0,4.0,0.0,5.0,159.9626
AIR,LOP,Residential,Commercial Hub,11.739999999999998,2,53.79908272933616,6.0,17.0,0.0,1.0,12.0,21.0,1.0,41.0,3.0,39.0,5.0,10.0,4.0,10.0,1.0,23.0,0.0,35.0,4.0,7.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,0.0,0.0,8.0,0.0,0.0,95.26128
AIR,LOW,Residential,Residential,13.94,3,2.154983163353996,6.0,4.0,0.0,0.0,12.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-205.39062
AIR,MEF,Residential,Mixed,8.8,2,66.64931278633901,6.0,10.0,0.0,4.0,12.0,15.0,1.0,50.0,3.0,18.0,5.0,17.0,4.0,5.0,1.0,21.0,0.0,19.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,119.40225
AIR,MKK,Residential,Special/Industrial,12.99,3,79.21005558448007,6.0,24.0,0.0,3.0,12.0,28.0,1.0,29.0,3.0,53.0,5.0,15.0,4.0,17.0,1.0,13.0,0.0,23.0,4.0,180.0,0.0,3.0,0.0,21.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,-40.68374
AIR,MOK,Residential,Special/Industrial,9.35,2,218.29214217367968,6.0,22.0,0.0,5.0,12.0,36.0,1.0,40.0,3.0,98.0,5.0,15.0,4.0,17.0,1.0,23.0,0.0,19.0,4.0,303.0,0.0,2.0,0.0,39.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,290.71182
AIR,MOS,Residential,Residential,21.93,4,6.122275478051956,6.0,4.0,0.0,3.0,12.0,10.0,1.0,16.0,3.0,12.0,5.0,4.0,4.0,5.0,1.0,8.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,-50.3127
AIR,NAC,Residential,Residential,6.22,1,76.65687034322941,6.0,9.0,0.0,3.0,12.0,22.0,1.0,11.0,3.0,11.0,5.0,4.0,4.0,4.0,1.0,15.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,155.7438
AIR,NOP,Residential,Commercial Hub,11.24,1,55.81453714383357,6.0,11.0,0.0,2.0,12.0,24.0,1.0,28.0,3.0,29.0,5.0,7.0,4.0,5.0,1.0,13.0,0.0,36.0,4.0,18.0,0.0,0.0,0.0,19.0,0.0,27.0,1.0,2.0,0.0,5.0,0.0,0.0,135.62009
